spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc20,emotion
1.505792316930934,2.517848366602562,1.7765824069868257,-0.6182476139062661,-1.0117423632575193,1.643228108135271,0.8866322189388572,1.8289779801493826,0.05339553565484777,-0.7690723485474396,0.40949139168322324,0.11083854322002239,0.5322545459447943,-0.9202829239958169,1.0923588554259522,0.5367424844484309,-1.054492477755876,0.014931821211114412,0.5210557187618724,-1.196789677779776,-0.5080654534273505,-0.15081453014720023,disgust
-0.6317417765478963,0.3080861520909539,-0.14086716268066204,-0.7630841409224269,0.47214892431623656,0.5218558889794489,-0.6757718827390881,0.023712910475508747,1.0260923492110674,1.3383527521107408,0.6949936893037302,1.4460711015230978,0.5705504439174366,-0.7855753696694546,0.1190541251859755,0.7870283197287391,-0.19095653242193508,0.6896245513634417,-0.3433205346401993,-0.4462772561020506,0.8654623533863209,-0.17417737201939554,happy
0.49779931375004866,1.0673337164143533,0.42392354920617825,-0.5441127623132748,-0.7667364280274831,0.2879672512409917,0.3162616418492067,1.3151832912579684,-0.48127402424054283,0.030058960599856313,1.5370659826794477,-0.4579337051782534,-3.120591926467335,0.7029848298197128,-0.06542254726168824,0.9376258793484086,0.05049247302833606,-1.2019230711514564,-0.5555357257399725,-1.8601597881567111,-1.4073420168980804,-0.20188506835226308,happy
-0.49708486258016893,-0.1864901719899643,-0.7617905035924394,0.05808697597556747,0.5181765970190881,0.8719820832741441,-0.009081138972277504,0.04973361165584799,0.6816210531988426,-2.2251792689271013,-1.1064514308273767,0.3947117807398104,-0.02427508660422797,0.2935857998771472,0.29319205709727864,-0.5587289979432987,-1.4112397804479986,0.5673499075550331,0.9507063118918172,-0.6327290969909919,-0.6293281692789445,-1.2355065355018207,disgust
-0.43749536856060384,-0.10944189591215887,-0.3592142824865233,-0.1058152528538644,0.5650410397171853,-0.08756803924775909,-0.18244552057218233,0.745472678319641,-0.43374758543053743,-0.8875710761531732,0.49060939086196376,0.19982771274143515,1.1968725010539942,0.9784655491237202,-0.37944043078441453,-0.0667938230874074,2.237307611023308,0.5818845351490296,-0.6898157305826318,1.334422625185584,0.8780751996565183,0.7255459394695392,disgust
-0.711699543589689,0.4237156480918736,-0.22714257438011098,-0.8660136072050555,0.2594406075540876,0.8338671492708107,1.3332958798363497,0.9237786938278253,-0.3668377964134564,0.5250990292452884,1.261628079760749,-0.1814644986415838,0.2125557044889066,0.6797841136158064,0.41201546255971544,-0.10745244685105762,-0.7085846677199982,-0.8126404825137169,-0.9495317472945973,-0.42924912362243944,-0.08554676711173169,0.15591648103266562,disgust
0.14661814133413648,0.2835741466006639,0.377979314533577,0.6899531493201609,0.010238579529826944,-0.21290757030927038,-0.7908630365769067,-0.82902310587399,-0.6830972816919457,-0.18238255920949015,-1.2730180563322806,-1.1169955910574036,1.177469552645667,0.6803531581574692,-0.6167404381470154,-1.5960664300408542,-0.058573650896878264,-0.02328011073547649,1.0783607701725413,0.90436987823373,1.052157128946548,0.7420251179877199,happy
-0.7561187358091565,-0.018972632054375733,-0.498135604158832,-0.5014147602623082,0.6226972603310638,0.36557398889390325,0.32303945853931504,1.27247090640398,-0.05039957825421266,-0.36198426156716806,1.4922923379334112,-0.27947787264736523,-0.21189822410182274,-1.2140577259261867,0.33342677030744033,0.11680158142676564,0.38855657034805885,-0.8146206429559488,-0.9303113485101976,0.6276347570274355,-0.05803082455024049,0.44512530633756,sad
-0.20618467776467406,0.554553592780058,-0.10984755396729079,-0.6672195989886146,0.39936004836213174,1.1736433348798019,0.08242670467163105,0.27042049117755446,0.3043947874096168,-0.572850906005825,0.41184355541649903,0.9891851912950157,0.46588927657000617,0.7030372475067144,0.6745770498864239,0.773233409075223,1.2398695948329186,0.8284667583761269,0.3697813624972457,0.3648163384975112,-0.701233552488825,-0.34381024087747686,disgust
0.3674162578964964,1.04492486143928,0.5495259140466885,-1.1047161269728236,-0.1053453328795937,-0.6508240701827411,-0.5634977622302061,1.1446972445235228,0.4445385165397804,0.8154057696975978,1.2390219582499213,-0.9611878579050891,-1.488687414758596,0.8077408743200729,-2.244177511665717,-0.27409671135029356,-2.509349099255955,-2.1960093867641106,-0.3654758936052664,-1.2169824228866133,-0.7830333019287622,-1.0524990310071836,sad
0.08993214856103408,0.041720094190832835,0.34950235887903397,0.5316388260746894,-0.8872744233540477,-0.5417924753651175,1.4562364625974036,-0.3377287524940359,-1.3875927329203883,-1.4000903288981894,-0.7920013972163235,0.6533945390248832,-0.8115711427439227,-0.232716784477275,1.9756914742503067,0.12026432618867958,-1.427246755740585,0.7446813984673616,-0.07374543513497679,-2.0284363632486895,0.5071277370123101,1.2528939669841248,happy
-0.18693613168112544,-0.7436496951015944,-0.7019681417070482,-0.2103305062771597,0.8296445327811628,0.6703813238344138,-0.6949756966943951,-0.304678845353645,0.6065439001833103,-0.25649293624890507,-0.49956550983784165,0.20370559284317158,0.7161494934506233,-0.9776058039441575,0.10863171245393696,1.1143312511569297,0.9234677108169598,0.24622053853618944,1.0851810767808225,0.741837150132201,-0.3262879570420646,-0.6811121528346616,neutral
-0.8481963075094203,0.2765580733884192,-0.1683082595352284,-0.9187127219651864,-0.28821311151612844,0.8395285787706825,2.444048096356016,0.7392255911399966,0.9027784425697912,1.2901405099239107,0.4722107452570275,0.9494055821869827,-0.7397478311093463,-1.5001141876266095,0.0015298210623388687,0.008502145123523548,-0.26478523069575266,0.2920099607310749,-0.6224108025520737,-0.3088693221316906,-1.4179676703902713,0.006162717964112193,fear
-0.30689295443517045,0.07440821746189867,0.18429751546846415,-0.19049059674273308,0.19261558085362857,-0.41211503109058517,-0.31647650583958653,-0.003174022578306047,-0.22772306452801389,-0.4397097411884129,1.2392447803438225,0.4761603374373279,0.6027348483588914,0.11755198202498668,0.15191858908318598,1.925099226599422,-0.48217598338429035,-0.05618546565632185,0.3296891341844153,-1.4179633135280907,0.5123301630491128,-1.6061328266509283,happy
2.1922878676107325,1.03716713307052,2.2052297432231582,1.563082082663145,-2.370466273412694,-1.976661873023262,-0.5511635054269166,-0.19380274474716264,-0.5554134771427608,-0.7340292980355754,1.3635464703914002,-1.1153728763154374,-0.47046273468621086,-0.3476284159100731,0.9518794093985733,0.4715855303964099,-1.462630720998046,-0.3414661913165946,-1.044989455579851,-0.7527883735371854,1.8952041904744763,3.6517833907306407,fear
1.1847542220753944,1.9466252593795734,1.4690858194518261,-0.5627779733889451,-0.39351199221553984,1.1786905898303135,-0.06505876423593618,0.6452314814654918,-0.4430490041853418,-0.30998733099828674,0.7071728225118291,0.12671205043186315,0.23816072662034568,-0.3840052362306823,0.5756697352549411,-0.024785550057970576,0.5854063378341534,0.27632030228373183,0.9157978557793962,0.7979381546335016,0.4052398958831507,0.12273564335874032,sad
-0.1875608477746694,0.15030735111968443,0.06275609374925935,-0.3136169559470647,-0.0679302164891295,-0.14242194490484272,1.539492369308561,0.9547605714165079,-0.25172519604185334,0.8240632713272223,0.8518217993999897,0.15228684148940966,0.2945753737006858,-0.6357737413992633,-0.6689360917293405,-0.47204750597945805,1.364977942017078,0.24957428377305757,-0.8137802900052952,1.9594216544573342,0.1325160422441713,1.00894707452049,disgust
1.3527718314909503,0.09733364974059895,1.0206608427139046,1.8388166087819526,-1.5427761907491402,-0.398754562495053,0.36817785674931475,-2.400787763424511,-1.2714788156051549,1.6848347335926672,-1.5261466653306985,-0.3916289512496176,-0.885600397051366,-1.0489557198316504,1.1490854777008794,1.206486611798569,0.8666281855941949,-0.30194715171286624,-0.3419493077988932,-0.8621510276592504,-0.9482341807874283,1.0052936509238328,angry
-0.2516730858143811,0.7145079388996468,-0.4528874642376371,-1.2164720075058604,0.005732690210645276,0.6853865149466346,0.20445014418243074,2.3722437247614963,1.2084237688199964,-0.22848584410703332,1.9453706765799232,1.4002392215725792,0.38861409501401156,-0.24053953459797084,-1.3802027391551888,-1.4689878850273799,2.679869267859608,0.9552941073910929,-0.9300002824546099,0.8536451941571258,-0.1533234076630905,-0.49027200516730607,disgust
-0.4284700358364397,0.5089096885464627,0.29788405496060977,-0.7652327346845965,-0.16904631180518245,0.5547937822521671,0.2697079313849675,0.7718107152601923,0.8052423946539609,0.24826246485179876,0.5169439724150728,1.370598649775924,1.3522984088620362,0.013488619637796108,0.11775310070305145,0.6323373379290499,-0.4357895804029439,-0.38468536495632083,-0.6244414405406865,-1.1258591721904372,-1.1240256919464184,-0.5304554377945158,disgust
-0.7244634924908875,-1.933981445081853,-1.4715795544100623,1.7657373682208681,0.6508333852729781,-0.15111664185748985,-0.11273740617612113,-3.1313142987388622,-2.9248003056650327,-0.07078584096786826,-1.3311392473029222,-1.3271451901294218,-1.9447578025535757,-0.6571056218422782,-0.6058089825348405,1.601612728851246,0.7707738870986821,1.0207711516910007,-0.632049725136047,-0.7882858583463914,0.3015872825250167,1.8035962299805584,angry
-0.5783315703422945,0.0048361000398911315,-0.290405143498874,-0.28873019377501846,0.4303146829254361,0.3804455929688626,0.7452844744387331,0.46161126944623826,0.6645868990349015,-0.6312036823451804,1.1027562054918707,0.23644709579116674,-0.06214744352360847,0.5197938147777469,0.8229811825355681,-0.1915589640748525,-1.6515910465345083,0.7365044094128358,-0.021697483812372055,0.3376546238477001,-0.9962232882345597,1.2833954065654243,fear
3.5275649570814367,2.7030539667376074,3.1099628744547054,0.06828387176119129,-2.2030414789377772,0.7407491102669483,-0.015534335566399644,1.221803351230083,-0.07723863401267095,0.22434439765683592,0.9870912479975675,-0.5104691630848981,1.1233456841006129,-0.1331437133660766,0.4346044563338213,0.390740713276914,0.7420139835932751,0.2772017454613476,-0.033765043930540396,0.560541044368473,0.8928722129197084,1.3503154732343494,disgust
0.8555838984874463,-0.5538349883215253,0.5928693448112431,3.055420176018876,-1.6476960763870918,-2.071775911432953,-1.1746200536482263,-1.7394915122894816,-2.1124539856188225,-1.6798229634157804,0.3596974228772541,-1.1023455076038793,-0.24624039393757438,-0.6310583509824788,1.7047617931993828,-2.19372917455473,-0.39934013193081197,-1.40040739147345,-2.899598280107388,-2.271069829475291,-0.4368139590464374,2.321363558395374,angry
-0.6829013532606635,-0.8952179076737117,-0.7531185876756858,-0.17966284437740682,1.0926383614268051,-0.3203357134022049,0.32150679167710633,0.3819567244153073,-1.4117165540576102,-0.45481553966708027,0.6287561070971226,1.2758940031208572,1.6298380392039111,0.25050591636841985,-0.6997275913765002,1.2079756294660173,0.049807010046806044,-1.4187842922151064,1.1666708917049529,1.1886806754566204,0.41715997420441414,-0.31909338502616286,disgust
-0.5645792458051268,-0.17719452396913235,-0.2327328263093211,-0.2763702017771169,0.6984813683228573,-0.06661401644269667,-0.09156705308860776,0.3863839101267478,-0.13709409929394065,-1.5092801397088573,1.098817289220401,1.719435646490552,-0.19988454088340857,0.3879679752859816,-0.35707584838959694,0.04361093847499155,1.8783489789161487,-0.11982117606161685,-0.5278746809305258,0.7955674695643333,0.16202275566206148,-0.9807742889614025,neutral
-0.08405527775889644,0.32869504267186717,0.2334935220711493,-0.38246175996985443,0.06884867535457061,1.0141295516549835,1.6204205251542971,0.18407269386461714,0.328433413844923,0.47301152758388587,-0.9269162052102468,-0.040513231330827564,-1.0410902208499293,-0.7836527773367559,-0.0800484141567764,-1.5173076352760413,2.1237924368733103,0.9743436468473382,-0.9331774035871959,-0.07772448828641053,1.4787504469809718,0.36093126644894985,neutral
1.504923387830621,1.504941194335515,1.8635005426767914,0.3785108021024923,-0.9208415688185385,-0.4133471814464635,0.9946076061798765,0.1689528943966072,-1.0976078361508927,-1.3314855462924362,-0.7073516802221372,1.2416604181920243,0.16289319010367814,0.6620255976299437,1.3013804579499484,0.9863416663066596,0.9903180398927335,-1.3901414543620993,0.09308543235066685,0.4377350289835126,-1.0901901033511872,1.598406462486096,happy
1.8563056443258534,0.23000022595136876,1.4146823653731664,2.624662825042594,-3.024752541899298,-2.2876189738554293,-1.4725066915283964,-1.8728434569797983,-0.23970987134020755,-0.3168456859805026,-1.7228685085123818,0.43030483576539885,-1.1022999939155982,-1.8762388685198708,0.05515762670425625,0.04252588622604147,1.968774535818375,2.981866093930833,1.687963229242878,1.5847760158938369,1.4350182133795009,0.24361067451059332,angry
0.3187571419099311,0.08527388220881311,0.6700348625330582,-0.2206071655383781,-0.22807213114537572,0.055242069711203205,2.8665142302918305,-0.378923804749846,-1.3700735752099606,-0.22357814053016767,-0.9840785650946958,0.3510662546309732,0.22585897090893736,0.7042690955249779,1.1327042224410078,-1.4448806839305122,0.8362596552531005,0.4076139286979521,0.030928598136138224,1.8846669631433046,-0.47616850368601304,1.3765731126294867,angry
-1.254271613433056,-3.034076375478193,-1.9340615506128962,1.7007488214604771,1.1365538818770269,-0.6614006609468894,-0.726634258487009,-2.565402738426981,-3.155117960209288,-0.841426597443708,0.6530468776401729,-2.9141100600545213,0.14912223764586066,-0.8663853692372472,1.3231521442671519,1.0918757059440993,-1.8519973120314897,1.0486068908434927,-0.822599684926119,0.6354983485738799,-0.4285919746636152,-1.134583339585014,angry
